Calories,FatContent,SaturatedFatContent,CholesterolContent,SodiumContent,CarbohydrateContent,FiberContent,SugarContent,ProteinContent
333.9,30.5,9.5,39.6,415.8,10.2,3.7,3.4,6.8
819.6,38.7,8.0,38.2,975.4,100.6,6.2,16.9,19.2
547.6,32.1,11.1,123.6,1364.7,30.9,3.9,6.0,35.9
375.7,14.6,3.6,38.1,326.7,56.6,1.6,27.2,6.0
242.3,8.3,1.8,115.0,1047.3,12.0,0.6,8.0,29.0
140.6,5.5,1.4,51.5,268.6,18.6,2.4,3.7,5.5
485.2,29.0,11.7,94.0,1256.4,28.3,2.2,3.7,27.6
311.6,15.0,5.8,129.0,107.1,1.6,0.8,0.2,40.3
60.5,4.9,0.7,0.2,204.4,4.0,2.3,1.0,1.3
33.5,0.4,0.1,52.5,277.6,1.4,0.0,0.9,5.7
687.3,61.5,11.3,25.6,672.0,27.1,1.0,0.1,8.6
220.5,20.0,11.3,64.4,383.4,4.0,0.6,2.9,7.1
119.9,5.9,3.7,15.3,337.1,15.7,2.0,1.5,1.9
126.5,7.5,1.1,34.2,38.6,0.7,0.0,0.2,13.7
580.9,22.3,8.0,183.9,1408.5,27.7,0.4,23.0,66.8
195.8,13.1,3.9,20.7,291.2,10.9,4.2,0.8,9.9
515.7,18.2,6.9,77.1,1321.8,57.0,4.5,7.5,30.8
191.7,5.0,1.7,74.8,447.6,9.6,0.8,1.4,25.6
65.1,6.8,0.9,0.0,1023.2,1.1,0.1,0.4,0.1
462.2,17.5,6.9,243.8,318.4,43.1,1.9,1.0,31.4
278.9,15.0,8.8,59.4,126.9,34.1,3.7,11.9,5.4
56.5,3.5,0.5,3.6,178.5,5.7,0.9,3.7,1.2
266.9,3.8,2.3,13.5,25.1,24.8,0.0,24.4,0.7
12.8,0.0,0.0,0.0,552.0,2.2,0.0,2.0,0.8
160.5,4.5,1.8,0.0,263.9,25.1,5.9,1.8,6.0
268.2,9.9,3.3,66.6,555.0,11.1,2.4,5.7,33.2
115.5,0.1,0.0,0.0,5.1,6.3,0.1,3.3,0.3
208.1,9.1,5.6,22.9,685.0,32.4,5.8,22.3,2.6
105.5,0.8,0.1,0.0,215.8,20.1,5.5,4.3,5.9
355.1,34.3,5.0,8.4,163.3,8.6,2.1,3.3,6.1
196.1,12.4,1.7,0.0,18.5,21.1,3.1,5.5,3.6
398.1,18.1,9.8,182.2,570.6,17.9,1.0,1.2,38.8
119.6,4.2,0.9,100.2,75.3,0.6,0.1,0.3,18.5
478.8,40.6,6.8,55.0,65.0,6.1,1.4,0.8,21.2
407.2,21.2,11.6,63.3,1918.0,38.0,6.3,6.0,18.3
295.0,11.3,2.0,72.1,591.7,37.5,1.1,0.4,9.7
62.7,6.8,0.9,0.0,1744.6,0.8,0.2,0.1,0.1
505.1,25.6,7.3,123.9,438.0,24.4,3.3,8.0,29.4
285.7,7.0,2.8,37.1,857.2,38.1,4.7,6.8,17.4
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
314.4,15.1,5.3,89.8,317.3,16.9,1.4,1.4,27.6
470.8,11.5,5.6,19.3,1029.8,71.3,5.1,2.0,20.5
197.0,15.8,10.0,49.9,140.7,11.5,0.1,6.0,3.5
248.4,3.8,0.6,0.0,203.2,48.1,1.5,1.8,4.5
124.0,5.9,0.8,0.0,366.2,15.7,6.0,4.0,6.5
283.9,13.2,7.7,98.9,529.4,12.0,0.2,0.8,28.5
434.3,27.4,5.5,112.3,839.4,6.5,0.6,3.1,36.8
216.5,14.2,5.6,15.9,229.9,17.7,0.6,1.3,4.8
177.2,13.3,8.4,35.8,478.1,6.1,0.2,4.1,8.6
344.9,12.9,2.5,96.8,161.3,23.4,4.6,11.0,33.6
329.7,17.4,9.5,117.3,76.5,15.8,2.8,10.6,28.7
561.3,39.5,12.6,131.1,1095.9,17.9,0.0,3.3,33.3
58.2,4.8,0.7,0.3,20.4,2.2,0.3,1.5,1.4
268.7,10.2,5.9,85.2,210.8,38.3,4.7,1.7,7.1
638.4,44.5,12.0,198.6,1097.5,5.8,0.2,4.8,51.0
76.5,6.8,4.1,23.5,119.6,0.4,0.0,0.3,3.6
569.6,25.3,10.7,40.6,142.1,81.5,3.0,13.8,6.2
527.0,17.7,4.9,113.6,830.4,50.0,6.3,9.4,44.6
389.4,11.9,2.0,17.6,888.6,46.2,4.0,5.5,23.2
106.1,7.7,1.4,2.2,346.5,7.2,2.4,1.5,4.1
500.1,17.4,5.4,99.0,512.5,41.2,2.3,2.5,42.3
290.9,13.3,8.0,58.7,239.7,38.7,2.0,18.9,5.7
66.1,3.5,1.3,7.4,50.2,7.9,0.7,5.1,1.6
322.2,23.9,6.7,30.8,512.8,19.6,1.1,2.5,7.2
202.9,8.2,4.2,35.7,309.3,23.1,3.1,3.2,9.9
129.8,2.2,0.4,0.0,125.8,28.1,0.8,19.3,0.7
182.1,9.3,5.2,22.6,180.5,19.6,3.7,0.4,6.5
243.2,12.4,6.7,124.2,424.3,20.0,1.8,1.1,13.5
294.6,7.7,4.6,22.9,397.4,35.5,3.4,2.1,22.9
350.5,17.2,3.1,80.0,315.9,17.4,2.4,7.6,33.3
514.7,17.0,3.1,39.3,803.0,73.7,3.8,11.5,16.7
530.6,24.6,5.1,44.9,1339.2,57.0,20.8,13.3,30.4
274.8,9.5,5.5,57.7,344.6,41.5,1.2,8.3,6.0
219.1,3.9,1.9,8.1,432.1,40.0,3.8,5.2,7.7
145.4,10.7,3.5,15.4,199.2,8.9,3.1,5.0,4.9
260.1,3.2,0.7,75.5,486.6,29.3,0.3,15.9,27.8
375.3,26.1,8.5,15.3,124.9,31.8,0.7,2.5,4.8
208.3,1.4,0.2,0.0,893.4,42.8,10.6,7.1,8.8
283.3,13.3,4.8,17.1,135.0,37.3,4.9,15.9,9.8
784.0,25.7,6.2,128.5,481.8,117.4,7.9,16.5,22.9
495.9,29.7,9.9,125.1,1732.0,22.1,4.2,10.9,35.8
341.1,26.3,9.6,76.5,693.9,2.6,0.0,0.6,22.6
127.8,0.2,0.0,0.0,10.1,32.4,1.1,27.3,0.7
153.2,9.3,5.5,27.7,111.3,15.9,0.0,15.4,2.1
677.9,34.4,10.3,64.1,680.6,58.0,18.5,2.6,35.6
339.4,21.6,12.1,1.7,28.5,42.9,4.1,35.8,3.9
73.1,0.4,0.0,0.0,50.9,18.3,2.4,14.5,0.8
627.4,33.2,11.7,170.1,590.2,30.4,6.7,9.8,50.3
185.2,6.5,0.8,31.0,207.5,29.4,1.8,15.2,3.5
114.6,0.2,0.0,0.0,340.1,23.3,1.6,0.5,4.4
274.3,10.4,4.8,41.9,267.3,27.2,8.8,1.5,18.9
359.4,19.2,10.8,61.1,27.3,40.9,4.1,11.9,7.5
187.1,3.8,2.2,12.8,48.1,37.4,5.0,17.4,4.6
242.6,7.6,1.3,24.3,472.4,23.2,4.5,2.2,20.9
393.2,21.9,12.9,89.8,257.9,45.1,0.8,24.3,5.1
188.3,3.7,0.9,75.8,755.9,10.6,1.6,3.0,27.4
254.5,8.2,3.8,74.9,555.5,14.2,1.4,6.4,30.8
369.1,16.1,9.8,40.7,121.5,56.8,4.2,39.6,2.7
419.8,27.0,9.9,138.1,893.3,10.9,0.5,1.7,31.3
148.1,13.8,1.9,0.0,16.5,6.4,1.8,3.1,2.0
225.3,4.0,0.7,68.4,135.4,18.9,0.2,16.1,27.5
30.0,1.9,1.0,24.9,154.0,2.1,0.1,1.2,1.3
262.3,12.7,7.8,32.8,629.5,28.0,2.0,4.1,9.9
279.7,18.5,5.5,15.3,273.9,15.9,2.9,5.7,3.6
504.8,11.9,1.7,0.0,68.5,82.5,6.0,5.5,16.1
472.7,16.2,3.0,138.9,500.6,19.2,2.7,9.2,60.3
409.9,23.1,7.6,69.8,728.6,13.3,1.6,4.0,36.4
676.9,40.5,9.2,120.8,620.7,41.3,2.9,8.1,36.5
216.3,3.7,0.6,24.7,524.6,30.5,5.9,3.3,16.9
254.7,8.2,1.8,125.9,605.7,9.3,0.3,7.1,30.8
115.6,6.1,0.9,1.9,89.2,15.7,3.6,8.4,1.9
299.9,18.4,7.2,113.4,80.2,0.1,0.1,0.0,31.3
149.7,0.1,0.0,0.0,177.3,37.8,1.3,32.0,1.0
551.9,36.3,7.4,0.0,1177.5,48.7,6.4,5.9,12.3
25.8,0.1,0.0,0.0,36.2,4.6,1.5,1.7,1.8
51.7,0.6,0.1,0.0,51.9,10.1,4.0,2.6,4.3
375.7,28.2,7.3,106.9,490.8,3.9,1.5,1.1,25.8
64.2,0.0,0.0,0.0,2.8,0.0,0.0,0.0,0.0
356.2,16.6,7.2,47.8,506.6,32.9,3.2,7.2,18.5
12.5,0.1,0.0,0.0,0.6,3.9,0.2,1.4,0.2
85.0,1.3,0.8,6.3,56.3,14.5,0.8,11.7,4.6
386.6,10.9,6.1,30.5,502.2,54.1,3.0,6.0,18.1
299.4,13.6,4.6,117.8,520.6,4.9,1.3,0.1,38.4
770.9,87.2,11.3,0.0,0.0,0.0,0.0,0.0,0.0
245.5,14.5,9.0,44.5,388.1,15.6,5.9,7.2,16.5
311.8,22.0,11.4,38.9,400.2,22.8,1.7,2.1,6.8
177.3,5.2,2.7,61.8,306.0,25.5,2.0,2.2,7.1
339.8,13.9,6.3,149.7,921.7,4.6,0.4,0.3,49.2
79.0,0.1,0.0,0.0,1.3,6.9,0.0,6.0,0.0
128.9,5.7,2.6,21.4,243.6,14.4,1.5,1.7,5.2
163.4,10.2,4.7,225.3,148.9,9.3,1.2,2.8,9.0
158.1,7.2,2.5,10.2,1229.6,10.1,2.2,5.7,13.9
517.0,24.9,5.8,127.4,445.6,50.5,3.9,5.0,23.3
235.6,0.1,0.0,0.0,1.4,37.7,0.2,34.9,0.2
323.9,5.3,0.9,54.5,111.5,46.8,2.6,15.2,22.2
300.4,16.0,9.9,46.4,434.9,30.7,3.4,0.9,11.2
433.4,9.5,1.4,239.4,1355.8,51.0,2.1,5.0,33.6
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84.8,9.1,5.7,24.5,132.7,0.6,0.2,0.2,0.8
87.9,5.0,3.0,15.2,65.7,10.8,0.6,6.5,1.1
604.3,20.3,3.8,79.1,1568.0,64.1,2.3,2.6,38.2
111.1,0.0,0.0,0.0,5.3,6.3,0.1,2.6,0.3
328.1,22.2,12.3,66.7,236.4,22.2,2.5,2.7,10.2
44.0,0.0,0.0,0.0,1.1,4.6,0.0,4.6,0.0
369.6,15.0,4.7,72.9,1322.8,25.7,4.4,6.8,32.5
239.0,9.2,4.3,44.0,182.3,33.8,2.0,18.3,5.3
93.7,0.1,0.0,0.0,104.6,10.0,1.3,2.1,1.6
262.1,12.8,5.9,32.6,80.5,38.2,2.8,29.2,1.9
436.3,11.1,4.4,16.5,1712.9,67.5,3.9,11.0,16.9
104.5,0.5,0.1,0.0,22.8,25.8,2.5,22.9,1.5
118.3,5.8,2.0,4.8,81.5,15.7,0.3,10.7,1.0
389.0,10.6,6.5,26.7,81.7,72.2,4.5,39.4,4.4
220.4,12.6,7.3,22.5,272.8,25.2,0.4,19.0,2.7
76.5,0.4,0.0,0.0,1.7,17.6,2.9,13.6,1.0
125.5,2.1,0.5,1.9,154.0,23.6,2.2,3.0,3.5
273.4,15.4,6.1,32.9,896.7,18.9,1.3,0.9,14.7
444.3,26.2,11.8,83.2,184.8,43.1,1.8,32.8,10.1
271.6,4.5,1.1,35.7,599.4,28.9,4.3,7.6,28.0
320.8,11.7,5.2,52.1,822.3,39.3,6.7,15.6,15.9
47.9,0.2,0.1,0.0,57.5,10.2,4.8,4.6,3.8
119.4,6.0,3.4,22.7,490.8,10.8,0.8,1.1,6.0
329.1,18.1,2.9,75.5,148.8,16.6,8.9,3.0,28.5
222.8,14.9,7.0,60.7,494.2,4.4,1.0,2.9,17.6
196.5,8.2,1.3,65.8,366.1,3.0,0.7,0.9,26.7
219.6,11.1,3.3,25.2,519.0,14.9,5.1,4.1,17.9
227.2,16.2,2.0,0.0,34.7,20.5,2.9,16.3,2.6
87.0,0.1,0.0,0.0,13.6,21.2,0.5,0.0,0.3
481.6,16.9,7.0,89.7,1521.2,65.2,2.3,4.2,16.8
120.5,4.2,1.1,30.7,214.2,17.6,1.9,0.1,4.1
397.8,19.6,10.3,64.0,295.0,53.4,2.6,31.3,5.9
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
135.0,0.0,0.0,0.0,1.3,1.2,0.1,0.2,0.1
341.0,21.2,11.9,93.7,149.4,29.8,0.6,19.7,8.8
57.7,0.7,0.4,2.3,9.3,4.1,0.0,4.0,0.1
106.7,7.2,1.0,0.0,810.1,9.6,1.9,4.1,1.9
375.0,11.7,4.2,60.2,1192.5,40.5,9.8,8.0,29.1
370.1,22.3,5.7,106.2,514.2,6.1,0.6,3.9,32.9
115.0,4.0,1.0,71.6,191.6,6.5,1.2,0.3,12.8
114.8,6.0,3.4,18.7,116.1,13.8,0.4,5.7,1.7
312.7,12.3,7.6,42.7,151.4,44.1,2.7,25.4,11.6
338.3,13.4,8.3,34.3,264.1,53.8,4.1,29.4,3.2
137.6,5.5,1.7,17.4,75.4,20.6,0.3,12.4,1.7
245.2,11.4,3.2,143.9,466.1,25.0,1.0,4.5,10.0
111.0,0.6,0.1,2.9,330.0,22.4,1.7,1.8,4.2
479.8,18.1,7.8,46.6,657.7,65.0,7.5,2.6,18.7
69.4,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0
185.8,5.5,1.8,41.2,278.2,28.3,1.7,5.1,6.1
344.9,12.8,5.4,57.9,939.6,33.2,2.2,5.8,23.9
352.2,13.9,4.9,122.0,519.3,13.8,1.6,9.1,41.8
327.4,13.1,5.0,141.9,103.2,7.9,1.5,2.5,36.3
342.4,17.6,5.6,103.7,321.3,1.9,0.1,0.1,42.0
348.6,14.5,4.2,76.7,707.9,27.0,4.2,7.9,29.6
184.5,5.0,0.6,4.0,135.9,25.7,1.6,16.2,10.4
4.2,0.0,0.0,0.0,0.4,0.2,0.0,0.2,0.0
54.8,0.1,0.0,0.0,3.8,5.6,0.0,5.6,0.2
105.8,4.2,2.6,8.8,44.5,15.3,1.2,1.6,2.1
21.1,0.3,0.1,0.0,6.1,4.6,0.8,1.9,0.2
200.5,9.6,1.4,5.1,364.7,29.8,4.1,6.0,3.8
569.0,16.8,6.4,90.0,1308.6,69.3,12.7,6.5,38.4
438.3,21.7,9.2,66.2,1166.2,36.7,1.7,3.1,23.6
487.0,6.8,1.0,0.0,782.2,94.3,8.8,1.9,15.1
388.3,12.3,3.9,73.8,606.9,38.7,1.5,9.1,29.3
432.1,11.9,7.4,30.5,107.9,74.9,9.4,3.4,8.8
157.3,8.9,5.6,34.2,119.6,11.7,0.0,0.0,8.0
80.8,0.0,0.0,0.0,8.0,19.6,0.2,19.1,0.0
11.6,0.0,0.0,0.0,0.3,1.2,0.1,1.1,0.1
116.3,9.1,4.5,16.9,374.7,3.8,1.1,2.0,5.7
263.7,2.0,0.5,68.4,99.7,34.4,3.0,19.2,28.9
331.2,8.0,1.2,1.5,57.4,59.0,6.5,23.0,7.9
131.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0
676.0,9.9,5.4,271.6,645.6,92.4,4.7,5.1,46.3
1.9,0.1,0.0,0.0,7.5,0.5,0.3,0.0,0.1
244.3,20.1,8.2,48.7,785.9,3.5,0.6,1.1,12.3
211.4,5.3,0.5,0.0,229.6,36.2,5.9,5.2,6.8
93.8,3.7,0.8,0.0,1187.8,8.1,1.5,5.1,9.8
119.1,10.4,1.4,0.0,1752.5,6.4,1.9,4.0,1.4
96.2,3.9,0.5,0.0,112.8,15.0,5.0,6.2,2.7
58.6,3.4,0.5,0.0,2.5,7.2,0.5,4.9,0.3
238.5,11.1,2.2,75.5,689.0,6.4,0.5,1.8,27.5
308.6,10.3,2.5,0.0,156.2,53.2,2.7,35.9,2.9
279.8,17.3,7.8,34.9,262.3,25.7,3.1,2.9,6.4
344.6,16.4,2.9,0.0,453.3,43.7,6.4,3.5,7.5
179.7,1.2,0.3,0.0,38.9,39.4,6.9,0.2,3.7
594.2,36.3,12.4,130.5,1220.8,32.3,1.0,27.4,34.4
130.9,0.2,0.0,0.0,1164.5,34.1,2.3,28.7,0.9
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
292.9,13.2,6.2,98.8,618.9,10.0,0.0,0.5,32.1
87.6,1.8,0.4,0.2,383.0,16.7,5.2,7.6,4.5
454.2,23.8,10.8,69.6,1277.3,38.4,3.1,7.7,22.3
421.7,19.0,5.3,47.0,330.3,59.9,2.4,28.1,5.3
171.3,15.0,12.3,0.0,11.4,9.7,4.3,4.0,2.4
41.5,0.0,0.0,0.0,7.1,10.7,0.1,6.9,0.1
85.3,4.0,1.3,104.5,472.9,0.9,0.1,0.3,10.6
134.0,4.8,2.2,12.3,480.4,20.3,3.3,8.3,4.9
137.2,4.4,0.9,0.0,290.3,20.5,3.7,1.4,6.2
261.9,7.2,3.2,17.1,65.1,40.5,5.6,5.5,9.5
415.3,19.3,7.5,132.1,855.0,33.5,3.5,8.2,26.6
253.8,10.2,4.8,36.1,796.7,25.7,4.2,4.0,15.3
271.1,5.9,2.9,61.7,446.4,22.6,1.3,2.8,20.3
261.5,14.3,2.0,0.0,13.0,34.1,10.5,20.5,4.1
373.7,18.4,10.0,44.9,809.8,46.1,5.3,10.0,14.5
219.3,1.6,0.3,0.0,689.9,42.3,12.1,8.5,12.7
114.4,0.1,0.0,0.0,7.5,16.1,0.2,12.5,0.5
102.8,11.0,6.9,40.8,11.3,0.8,0.0,0.0,0.6
3.9,0.0,0.0,0.0,0.3,1.3,0.1,0.3,0.1
249.1,8.9,4.9,21.2,214.2,40.2,0.3,30.1,2.4
373.7,16.4,6.0,65.3,77.5,54.2,1.0,37.7,3.8
420.1,28.2,9.8,93.6,387.7,40.9,2.4,23.4,5.0
126.9,4.6,2.6,0.0,1407.9,17.8,3.7,0.1,6.2
60.1,0.2,0.0,0.0,109.5,15.8,2.8,10.1,1.6
320.7,20.7,10.7,79.7,435.8,14.6,1.9,3.0,19.0
719.0,42.2,12.5,169.8,1427.1,42.8,2.7,16.6,41.6
214.1,7.3,3.9,29.5,674.6,25.0,2.2,11.2,13.2
231.9,1.0,0.1,0.0,7.3,59.8,10.2,37.3,3.4
87.3,3.4,2.0,15.5,76.2,13.2,0.2,6.7,1.2
479.2,13.7,3.5,18.8,1071.0,70.1,4.4,9.5,17.8
322.1,10.5,5.1,62.6,792.3,27.3,2.3,2.2,29.2
74.1,4.8,2.9,14.7,358.0,5.1,2.1,0.5,4.0
402.6,4.8,0.7,0.0,796.6,72.1,8.3,1.6,20.2
345.6,8.0,1.5,0.0,1725.8,51.6,8.0,12.4,23.7
322.6,23.8,12.2,97.4,37.6,29.1,4.3,21.9,6.3
23.5,0.2,0.0,0.0,1052.2,3.0,0.7,1.6,2.2
104.9,7.0,1.0,0.0,53.7,10.3,2.2,5.7,2.0
294.4,5.2,1.0,65.8,403.0,29.6,2.0,0.1,31.5
201.3,9.0,3.5,78.2,1073.8,1.5,0.2,0.3,27.0
358.9,7.2,2.0,26.6,1178.1,57.1,1.4,4.5,14.2
367.9,9.2,2.6,7.8,712.1,61.9,10.7,7.8,12.8
22.4,0.3,0.1,0.0,139.6,3.7,1.0,0.6,1.5
110.0,10.3,1.4,0.0,43.0,5.1,0.3,4.7,0.3
422.2,7.5,1.2,65.8,515.5,53.5,3.2,9.9,34.7
553.0,23.2,9.9,122.5,738.0,42.2,1.8,2.6,41.8
252.4,10.2,4.1,42.2,653.0,24.1,2.7,6.2,16.4
150.4,2.5,1.4,6.8,322.9,26.9,1.3,2.4,4.9
200.5,9.2,1.6,0.0,1208.3,20.6,3.8,4.8,10.1
222.7,10.8,3.8,87.8,729.2,6.3,3.2,1.8,26.1
92.9,4.9,1.9,12.7,46.5,11.4,0.5,5.7,1.2
251.4,19.6,2.9,15.3,646.1,19.5,0.0,9.0,0.9
95.1,8.9,4.4,24.5,107.8,1.9,0.5,1.0,2.4
225.3,10.2,5.6,29.7,1226.0,22.2,4.6,1.2,13.4
303.1,13.4,7.1,109.0,632.8,12.6,1.5,3.4,32.2
383.6,15.2,6.6,81.3,1145.3,34.8,6.7,8.4,28.8
290.6,15.5,9.5,47.1,488.5,28.0,3.8,3.9,9.3
506.4,28.1,9.7,88.2,965.4,35.7,4.9,6.5,28.1
613.6,23.6,8.3,220.5,236.1,77.3,13.2,12.3,26.7
309.3,13.5,6.0,51.5,378.5,42.5,1.2,17.9,5.0
174.0,5.5,0.9,0.4,181.6,29.5,0.2,21.2,1.4
10.5,0.6,0.2,1.2,61.0,0.8,0.0,0.7,0.6
68.1,3.7,0.6,0.0,180.4,8.0,2.7,3.0,2.5
316.5,7.8,0.9,0.0,310.0,60.0,2.4,33.5,4.2
507.1,25.4,7.8,46.5,973.3,48.0,11.8,7.1,23.2
216.8,11.0,6.9,40.8,11.9,12.5,0.0,11.7,0.7
531.0,38.8,12.6,36.8,211.0,46.1,3.1,26.8,6.4
350.5,13.2,2.5,95.6,476.3,21.1,1.1,1.5,36.6
66.2,6.1,0.8,0.0,28.7,3.3,0.1,3.0,0.1
254.9,5.9,1.5,114.5,585.4,20.3,0.8,2.3,29.2
263.9,9.8,5.6,83.2,743.1,36.4,1.1,4.0,7.2
132.1,0.1,0.0,0.0,2.6,15.5,0.1,12.8,0.2
406.3,24.4,3.4,109.2,736.1,35.6,7.0,9.4,15.3
259.4,8.1,1.4,0.0,255.4,42.6,7.7,5.6,7.1
184.1,6.7,0.8,35.5,85.9,26.9,1.8,11.1,4.9
316.2,11.2,3.1,117.6,120.9,10.2,2.3,7.0,42.2
174.5,4.0,1.2,78.5,643.9,5.4,0.8,3.6,28.1
487.8,21.5,11.8,288.5,59.0,36.5,0.0,18.6,7.4
130.5,8.7,3.6,15.6,275.8,5.7,1.1,1.7,8.5
110.7,0.1,0.0,0.0,0.9,6.2,0.1,5.0,0.4
98.1,9.8,2.8,9.7,144.2,1.8,0.3,0.7,0.9
40.8,2.4,0.3,0.0,412.7,5.0,0.2,0.6,0.9
541.0,30.3,5.5,96.9,103.9,4.1,0.7,2.1,60.2
194.6,9.7,4.0,37.1,134.6,25.4,0.9,18.1,2.8
101.0,6.4,1.1,1.0,205.4,7.3,1.3,4.5,0.9
472.4,11.7,1.6,130.6,220.9,1.9,0.9,0.0,85.1
821.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
433.4,7.9,6.4,10.6,22.9,16.3,0.1,14.7,1.2
261.8,3.8,0.9,7.2,440.6,44.3,5.7,8.2,14.2
239.2,5.6,1.1,20.0,381.9,33.9,5.7,1.8,15.0
374.0,15.5,2.7,0.0,718.8,55.3,2.3,30.5,6.5
76.5,2.6,1.6,10.8,45.3,12.7,0.4,7.7,0.9
162.5,7.2,1.6,7.9,149.0,23.6,0.5,5.8,1.8
190.9,10.0,2.0,0.0,564.2,8.5,4.0,1.7,21.9
131.2,1.1,0.2,0.0,28.9,24.5,5.4,5.2,8.0
440.8,31.3,12.5,146.2,593.3,12.8,1.4,2.1,26.0
187.2,2.9,1.4,7.4,224.2,36.4,0.3,30.3,4.9
428.2,19.6,6.3,16.0,750.0,61.1,3.6,21.3,5.5
535.6,29.5,12.4,124.0,1010.4,26.9,3.6,12.4,40.9
617.9,38.8,10.7,138.3,1584.1,14.3,0.5,10.3,51.0
1136.7,22.7,4.7,196.7,481.1,171.8,5.9,7.2,50.6
44.6,0.1,0.0,0.0,18.3,11.1,1.9,4.5,0.6
167.1,8.5,5.1,37.1,52.0,22.4,0.7,16.3,1.9
167.3,6.8,4.0,54.9,50.6,25.0,0.3,17.4,2.2
372.9,15.4,4.3,49.1,702.0,33.9,12.9,3.1,26.5
322.8,20.1,9.2,169.2,774.2,23.2,0.9,4.6,12.7
145.2,2.0,0.5,0.0,41.8,31.3,6.3,12.5,4.8
408.0,11.0,1.8,165.4,465.0,9.9,0.1,9.4,64.0
255.7,3.5,0.4,0.0,5.0,52.2,3.1,12.1,4.5
710.8,21.7,12.6,189.9,628.3,79.1,5.0,4.1,47.3
99.3,5.2,2.6,12.7,79.5,12.7,0.7,8.8,1.3
144.2,9.0,3.9,1.3,36.8,16.0,1.3,13.9,2.2
466.5,19.1,8.3,56.8,883.8,48.8,5.7,2.9,24.1
380.7,19.1,9.5,260.4,315.0,11.7,3.0,1.9,39.8
125.0,3.5,2.5,0.0,22.5,21.8,0.4,14.9,1.6
528.5,6.2,1.7,211.5,122.2,95.8,3.4,0.7,19.2
359.7,18.4,10.1,58.9,871.1,30.0,3.4,10.7,18.1
457.0,18.8,2.4,0.0,604.3,61.2,17.9,4.8,14.1
105.7,4.8,1.1,0.8,116.8,14.4,0.3,9.4,1.6
201.5,4.8,1.3,93.0,345.4,30.9,2.3,4.3,8.4
153.4,5.0,0.7,0.0,262.6,25.6,0.9,12.7,2.2
152.8,4.1,0.7,21.0,400.1,19.4,0.6,11.3,6.0
97.7,7.1,1.0,0.0,586.7,7.0,3.1,3.3,4.2
179.7,2.2,0.6,3.0,41.4,39.4,3.8,34.6,4.6
149.1,0.6,0.3,0.0,48.4,37.1,1.4,26.9,0.9
263.1,9.2,2.8,103.8,408.2,5.8,1.3,3.5,38.7
61.0,2.3,0.2,0.0,21.4,8.6,0.6,4.4,1.9
169.9,6.9,3.1,85.7,180.0,0.3,0.0,0.1,25.1
143.2,2.5,1.3,8.0,198.1,27.3,1.8,7.0,3.3
278.5,11.6,4.6,89.8,284.1,8.9,3.5,3.6,34.6
311.5,9.5,2.5,8.1,382.0,47.1,11.4,7.7,13.0
299.4,23.1,8.8,80.5,96.0,2.1,0.8,0.4,19.9
190.7,6.8,4.0,33.3,172.7,30.6,2.4,13.1,3.8
356.1,21.5,11.3,52.8,338.6,29.7,3.6,1.9,11.8
152.1,2.4,0.8,14.0,546.6,20.3,2.7,1.9,12.2
458.7,43.5,6.8,5.5,199.3,15.0,6.8,4.5,6.8
159.6,1.1,0.7,5.0,203.3,27.8,0.7,25.8,9.4
369.3,7.3,1.9,59.8,643.0,49.8,12.7,4.4,28.7
296.1,19.4,11.8,71.8,928.3,14.8,1.8,0.7,17.0
554.1,28.2,9.6,133.5,1803.3,32.1,2.5,12.9,39.8
456.0,45.4,2.8,0.0,1396.5,14.8,0.4,14.0,0.2
114.0,5.8,0.8,0.1,347.6,14.8,2.6,4.8,2.2
170.1,3.2,0.5,0.0,2051.3,32.3,4.1,23.4,6.0
197.3,14.8,6.0,41.0,961.6,2.5,0.1,1.9,12.8
353.5,12.3,3.0,77.1,536.3,30.8,1.3,3.3,29.7
226.2,5.3,1.2,85.1,199.8,11.2,1.6,7.4,34.9
120.8,1.2,0.3,27.5,531.2,4.2,0.7,2.0,22.2
346.1,20.2,12.8,119.1,373.4,2.1,0.3,1.7,37.5
81.6,3.1,0.4,0.0,53.3,12.8,0.2,7.2,0.8
167.8,0.3,0.0,0.0,1.6,42.6,6.4,33.5,1.2
455.5,22.1,8.2,86.9,441.5,54.8,1.5,14.0,10.0
554.6,35.5,10.1,160.4,208.2,16.8,5.0,0.0,41.8
68.4,3.4,2.0,0.0,10.1,10.5,0.7,9.5,0.7
159.6,0.2,0.0,0.0,5.8,23.1,0.2,17.4,0.6
347.4,13.1,3.5,80.3,168.8,33.2,3.9,26.7,26.8
31.2,0.8,0.5,2.6,3.5,2.6,0.0,2.3,0.2
231.6,10.7,1.1,16.1,205.3,32.3,2.4,20.4,3.7
220.0,15.4,7.0,30.7,122.7,17.9,1.4,8.3,3.6
307.9,18.5,10.9,87.1,273.8,13.1,2.2,4.5,23.2
241.0,2.9,0.4,0.0,508.5,48.9,8.0,6.6,8.7
